time,Pipe-T,Ambient-T,Heater-PWM,Fan-PWM,Traj y,Traj dy,Traj ddy,Dist y
76.88,40.289032258064516,19.901935483870968,0.25,0.25,0.25,0.0,0.0,0.25
76.9,40.9341935483871,20.934193548387096,0.25,0.25,0.25,0.0,0.0,0.25
76.92,41.450322580645164,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
76.94,41.579354838709676,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
76.96,41.06322580645161,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
76.98,41.321290322580644,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
77.0,41.321290322580644,20.934193548387096,0.25,0.25,0.25,0.0,0.0,0.25
77.02,40.9341935483871,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
77.04,41.579354838709676,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
77.06,40.418064516129036,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
77.08,40.289032258064516,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
77.1,42.09548387096774,23.385806451612904,0.25,0.25,0.25,0.0,0.0,0.25
77.12,41.579354838709676,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
77.14,40.67612903225807,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
77.16,41.19225806451613,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
77.18,41.708387096774196,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
77.2,41.19225806451613,21.321290322580648,0.25,0.25,0.25,0.0,0.0,0.25
77.22,40.9341935483871,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
77.24,41.708387096774196,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
77.26,42.09548387096774,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
77.28,40.54709677419355,20.676129032258064,0.25,0.25,0.25,0.0,0.0,0.25
77.3,41.83741935483871,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
77.32,41.579354838709676,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
77.34,41.579354838709676,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
77.36,40.67612903225807,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
77.38,40.9341935483871,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
77.4,40.80516129032258,20.80516129032258,0.25,0.25,0.25,0.0,0.0,0.25
77.42,41.321290322580644,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
77.44,40.160000000000004,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
77.46,41.06322580645161,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
77.48,41.579354838709676,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
77.5,41.19225806451613,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
77.52,42.09548387096774,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
77.54,40.9341935483871,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
77.56,41.450322580645164,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
77.58,40.289032258064516,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
77.6,40.80516129032258,20.934193548387096,0.25,0.25,0.25,0.0,0.0,0.25
77.62,41.579354838709676,21.57935483870968,0.25,0.25,0.25,0.0,0.0,0.25
77.64,41.579354838709676,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
77.66,41.19225806451613,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
77.68,42.869677419354836,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
77.7,41.19225806451613,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
77.72,41.579354838709676,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
77.74,41.579354838709676,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
77.76,40.80516129032258,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
77.78,40.160000000000004,21.192258064516132,0.25,0.25,0.25,0.0,0.0,0.25
77.8,40.9341935483871,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
77.82,40.67612903225807,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
77.84,41.321290322580644,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
77.86,41.321290322580644,21.321290322580648,0.25,0.25,0.25,0.0,0.0,0.25
77.88,40.67612903225807,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
77.9,40.160000000000004,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
77.92,40.80516129032258,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
77.94,41.19225806451613,20.934193548387096,0.25,0.25,0.25,0.0,0.0,0.25
77.96,40.9341935483871,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
77.98,40.80516129032258,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
78.0,41.19225806451613,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
78.02,41.19225806451613,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
78.04,40.54709677419355,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
78.06,41.321290322580644,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
78.08,41.708387096774196,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
78.1,41.19225806451613,20.934193548387096,0.25,0.25,0.25,0.0,0.0,0.25
78.12,41.450322580645164,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
78.14,41.96645161290323,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
78.16,41.450322580645164,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
78.18,41.450322580645164,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
78.2,41.96645161290323,21.57935483870968,0.25,0.25,0.25,0.0,0.0,0.25
78.22,42.35354838709677,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
78.24,41.708387096774196,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
78.26,40.160000000000004,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
78.28,41.450322580645164,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
78.3,40.160000000000004,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
78.32,41.450322580645164,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
78.34,40.80516129032258,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
78.36,40.9341935483871,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
78.38,41.321290322580644,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
78.4,41.579354838709676,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
78.42,41.708387096774196,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
78.44,41.321290322580644,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
78.46,41.19225806451613,21.192258064516132,0.25,0.25,0.25,0.0,0.0,0.25
78.48,40.54709677419355,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
78.5,41.19225806451613,23.127741935483872,0.25,0.25,0.25,0.0,0.0,0.25
78.52,42.09548387096774,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
78.54,40.160000000000004,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
78.56,41.96645161290323,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
78.58,42.09548387096774,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
78.6,41.06322580645161,23.127741935483872,0.25,0.25,0.25,0.0,0.0,0.25
78.62,41.321290322580644,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
78.64,41.19225806451613,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
78.66,41.96645161290323,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
78.68,40.418064516129036,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
78.7,41.450322580645164,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
78.72,40.418064516129036,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
78.74,41.321290322580644,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
78.76,41.450322580645164,21.192258064516132,0.25,0.25,0.25,0.0,0.0,0.25
78.78,41.19225806451613,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
78.8,40.9341935483871,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
78.82,40.418064516129036,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
78.84,41.19225806451613,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
78.86,41.579354838709676,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
78.88,42.09548387096774,23.127741935483872,0.25,0.25,0.25,0.0,0.0,0.25
78.9,41.19225806451613,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
78.92,40.80516129032258,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
78.94,41.83741935483871,23.256774193548388,0.25,0.25,0.25,0.0,0.0,0.25
78.96,41.708387096774196,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
78.98,42.611612903225804,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
79.0,42.22451612903226,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
79.02,41.19225806451613,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
79.04,40.54709677419355,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
79.06,41.83741935483871,23.385806451612904,0.25,0.25,0.25,0.0,0.0,0.25
79.08,41.19225806451613,20.934193548387096,0.25,0.25,0.25,0.0,0.0,0.25
79.1,40.80516129032258,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
79.12,40.418064516129036,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
79.14,41.708387096774196,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
79.16,39.77290322580645,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
79.18,41.96645161290323,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
79.2,42.22451612903226,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
79.22,40.289032258064516,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
79.24,40.9341935483871,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
79.26,40.54709677419355,20.934193548387096,0.25,0.25,0.25,0.0,0.0,0.25
79.28,40.160000000000004,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
79.3,41.06322580645161,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
79.32,42.35354838709677,23.256774193548388,0.25,0.25,0.25,0.0,0.0,0.25
79.34,42.35354838709677,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
79.36,41.321290322580644,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
79.38,42.22451612903226,23.51483870967742,0.25,0.25,0.25,0.0,0.0,0.25
79.4,42.48258064516129,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
79.42,41.96645161290323,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
79.44,42.35354838709677,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
79.46,41.83741935483871,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
79.48,41.96645161290323,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
79.5,41.450322580645164,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
79.52,41.06322580645161,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
79.54,41.83741935483871,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
79.56,42.35354838709677,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
79.58,41.19225806451613,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
79.6,41.19225806451613,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
79.62,40.67612903225807,21.57935483870968,0.25,0.25,0.25,0.0,0.0,0.25
79.64,41.450322580645164,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
79.66,40.418064516129036,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
79.68,41.450322580645164,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
79.7,41.450322580645164,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
79.72,40.80516129032258,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
79.74,41.83741935483871,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
79.76,41.83741935483871,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
79.78,42.22451612903226,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
79.8,41.708387096774196,23.127741935483872,0.25,0.25,0.25,0.0,0.0,0.25
79.82,40.9341935483871,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
79.84,41.19225806451613,21.57935483870968,0.25,0.25,0.25,0.0,0.0,0.25
79.86,42.09548387096774,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
79.88,42.35354838709677,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
79.9,40.67612903225807,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
79.92,41.321290322580644,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
79.94,40.160000000000004,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
79.96,41.83741935483871,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
79.98,41.83741935483871,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
80.0,42.48258064516129,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
80.02,39.64387096774194,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
80.04,41.579354838709676,21.57935483870968,0.25,0.25,0.25,0.0,0.0,0.25
80.06,41.708387096774196,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
80.08,40.418064516129036,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.1,41.83741935483871,23.256774193548388,0.25,0.25,0.25,0.0,0.0,0.25
80.12,41.450322580645164,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
80.14,41.579354838709676,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
80.16,41.83741935483871,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
80.18,41.96645161290323,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.2,42.09548387096774,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.22,41.19225806451613,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
80.24,42.35354838709677,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.26,40.418064516129036,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
80.28,41.321290322580644,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
80.3,41.579354838709676,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
80.32,42.09548387096774,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
80.34,40.418064516129036,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
80.36,40.9341935483871,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
80.38,40.54709677419355,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.4,41.450322580645164,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
80.42,40.67612903225807,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
80.44,41.96645161290323,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.46,41.579354838709676,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.48,42.09548387096774,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
80.5,41.83741935483871,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
80.52,41.96645161290323,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.54,40.418064516129036,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
80.56,41.06322580645161,20.934193548387096,0.25,0.25,0.25,0.0,0.0,0.25
80.58,42.35354838709677,23.643870967741936,0.25,0.25,0.25,0.0,0.0,0.25
80.6,42.35354838709677,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
80.62,42.22451612903226,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.64,40.418064516129036,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
80.66,41.06322580645161,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
80.68,41.83741935483871,23.127741935483872,0.25,0.25,0.25,0.0,0.0,0.25
80.7,40.67612903225807,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
80.72,41.19225806451613,21.321290322580648,0.25,0.25,0.25,0.0,0.0,0.25
80.74,41.450322580645164,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
80.76,41.96645161290323,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
80.78,41.708387096774196,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
80.8,41.19225806451613,20.934193548387096,0.25,0.25,0.25,0.0,0.0,0.25
80.82,41.708387096774196,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
80.84,41.19225806451613,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
80.86,42.22451612903226,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
80.88,41.450322580645164,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
80.9,40.54709677419355,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
80.92,42.869677419354836,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
80.94,41.450322580645164,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
80.96,41.83741935483871,23.256774193548388,0.25,0.25,0.25,0.0,0.0,0.25
80.98,41.83741935483871,23.256774193548388,0.25,0.25,0.25,0.0,0.0,0.25
81.0,41.321290322580644,21.321290322580648,0.25,0.25,0.25,0.0,0.0,0.25
81.02,41.96645161290323,23.643870967741936,0.25,0.25,0.25,0.0,0.0,0.25
81.04,40.80516129032258,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
81.06,42.740645161290324,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
81.08,42.22451612903226,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
81.1,41.19225806451613,23.127741935483872,0.25,0.25,0.25,0.0,0.0,0.25
81.12,41.708387096774196,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
81.14,40.67612903225807,21.192258064516132,0.25,0.25,0.25,0.0,0.0,0.25
81.16,41.19225806451613,23.385806451612904,0.25,0.25,0.25,0.0,0.0,0.25
81.18,42.22451612903226,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
81.2,42.09548387096774,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
81.22,41.19225806451613,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
81.24,41.19225806451613,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
81.26,42.48258064516129,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
81.28,41.321290322580644,21.192258064516132,0.25,0.25,0.25,0.0,0.0,0.25
81.3,41.83741935483871,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
81.32,40.9341935483871,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
81.34,41.579354838709676,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
81.36,41.96645161290323,23.127741935483872,0.25,0.25,0.25,0.0,0.0,0.25
81.38,41.83741935483871,23.256774193548388,0.25,0.25,0.25,0.0,0.0,0.25
81.4,41.06322580645161,20.80516129032258,0.25,0.25,0.25,0.0,0.0,0.25
81.42,41.579354838709676,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
81.44,41.450322580645164,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
81.46,40.9341935483871,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
81.48,40.418064516129036,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
81.5,41.708387096774196,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
81.52,41.321290322580644,21.192258064516132,0.25,0.25,0.25,0.0,0.0,0.25
81.54,41.579354838709676,21.321290322580648,0.25,0.25,0.25,0.0,0.0,0.25
81.56,41.19225806451613,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
81.58,41.579354838709676,21.192258064516132,0.25,0.25,0.25,0.0,0.0,0.25
81.6,41.96645161290323,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
81.62,40.160000000000004,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
81.64,41.321290322580644,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
81.66,42.09548387096774,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
81.68,42.48258064516129,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
81.7,41.19225806451613,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
81.72,41.19225806451613,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
81.74,41.19225806451613,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
81.76,42.22451612903226,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
81.78,42.611612903225804,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
81.8,41.450322580645164,21.708387096774196,0.25,0.25,0.25,0.0,0.0,0.25
81.82,41.83741935483871,23.643870967741936,0.25,0.25,0.25,0.0,0.0,0.25
81.84,40.418064516129036,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
81.86,41.83741935483871,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
81.88,42.611612903225804,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
81.9,41.450322580645164,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
81.92,40.9341935483871,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
81.94,41.06322580645161,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
81.96,41.321290322580644,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
81.98,41.19225806451613,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
82.0,41.579354838709676,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
82.02,41.450322580645164,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
82.04,44.67612903225807,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
82.06,41.19225806451613,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
82.08,41.579354838709676,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
82.1,41.321290322580644,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
82.12,41.708387096774196,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
82.14,43.38580645161291,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
82.16,42.09548387096774,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
82.18,41.450322580645164,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.2,42.35354838709677,23.256774193548388,0.25,0.25,0.25,0.0,0.0,0.25
82.22,41.579354838709676,21.192258064516132,0.25,0.25,0.25,0.0,0.0,0.25
82.24,42.740645161290324,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
82.26,41.19225806451613,23.127741935483872,0.25,0.25,0.25,0.0,0.0,0.25
82.28,40.418064516129036,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.3,42.22451612903226,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
82.32,42.35354838709677,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
82.34,42.22451612903226,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
82.36,40.418064516129036,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.38,41.321290322580644,21.063225806451616,0.25,0.25,0.25,0.0,0.0,0.25
82.4,40.54709677419355,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.42,42.22451612903226,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.44,42.22451612903226,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.46,41.96645161290323,22.86967741935484,0.25,0.25,0.25,0.0,0.0,0.25
82.48,41.708387096774196,22.353548387096776,0.25,0.25,0.25,0.0,0.0,0.25
82.5,42.35354838709677,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.52,41.83741935483871,21.192258064516132,0.25,0.25,0.25,0.0,0.0,0.25
82.54,40.67612903225807,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
82.56,42.22451612903226,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.58,41.83741935483871,22.740645161290324,0.25,0.25,0.25,0.0,0.0,0.25
82.6,41.96645161290323,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
82.62,42.22451612903226,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
82.64,41.19225806451613,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
82.66,41.708387096774196,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
82.68,41.450322580645164,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
82.7,41.19225806451613,21.57935483870968,0.25,0.25,0.25,0.0,0.0,0.25
82.72,42.22451612903226,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.74,42.998709677419356,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
82.76,40.9341935483871,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
82.78,40.160000000000004,21.837419354838712,0.25,0.25,0.25,0.0,0.0,0.25
82.8,42.740645161290324,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
82.82,41.19225806451613,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.84,40.9341935483871,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.86,42.740645161290324,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
82.88,41.96645161290323,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
82.9,42.22451612903226,23.256774193548388,0.25,0.25,0.25,0.0,0.0,0.25
82.92,40.67612903225807,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
82.94,41.96645161290323,23.385806451612904,0.25,0.25,0.25,0.0,0.0,0.25
82.96,41.450322580645164,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
82.98,42.611612903225804,22.611612903225808,0.25,0.25,0.25,0.0,0.0,0.25
83.0,42.35354838709677,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
83.02,41.579354838709676,21.450322580645164,0.25,0.25,0.25,0.0,0.0,0.25
83.04,41.579354838709676,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
83.06,41.450322580645164,22.095483870967744,0.25,0.25,0.25,0.0,0.0,0.25
83.08,41.19225806451613,21.966451612903228,0.25,0.25,0.25,0.0,0.0,0.25
83.1,41.96645161290323,22.998709677419356,0.25,0.25,0.25,0.0,0.0,0.25
83.12,41.450322580645164,23.127741935483872,0.25,0.25,0.25,0.0,0.0,0.25
83.14,41.96645161290323,22.22451612903226,0.25,0.25,0.25,0.0,0.0,0.25
83.16,42.22451612903226,22.482580645161292,0.25,0.25,0.25,0.0,0.0,0.25
83.18,41.579354838709676,21.321290322580648,0.25,0.25,0.25,0.0,0.0,0.25
